id,name,brand,category,volume_size,current_price_rsd,original_price_rsd,url_slug,image_url
1,Redken Extreme Gift Set,Redken,Hair Care,300ml + 300ml + 150ml,9030,12870,rdk-holidays-eu-extreme-kit,https://www.altamoda.rs/uploads/store/products/images/rdk-holidays-eu-extreme-kit-68f20c1011185.webp
2,Redken All Soft Gift Set,Redken,Hair Care,300ml + 300ml + 150ml,9030,12870,redken-all-soft-xmas-box,https://www.altamoda.rs/uploads/store/products/images/redken-all-soft-xmas-box-68f209c6a316e.webp
3,Redken Acidic Color Gloss Set,Redken,Color Care,300ml + 300ml + 190ml,10770,15600,redken-acg-xmas-box,https://www.altamoda.rs/uploads/store/products/images/redken-acg-xmas-box-68f208ed75133.webp
4,Redken ABC Set,Redken,Treatment,300ml + 300ml + 150ml,10770,15600,redken-abc-xmas-box,https://www.altamoda.rs/uploads/store/products/images/redken-abc-xmas-box-68f2041e951c5.webp
5,Acidic Color Gloss Mask,Redken,Masks,250ml,6960,,rk-acg-1min-mask-t250,https://www.altamoda.rs/uploads/store/products/images/rk-acg-1min-mask-t250-68de5b443138c.webp
6,Acidic Color Gloss Oil,Redken,Oils/Serums,100ml,6960,,r-acg-naked-gloss-serum-kosa-100ml,https://www.altamoda.rs/uploads/store/products/images/r-acg-naked-gloss-serum-kosa-100ml-684a9e5845410.webp
7,Glow Mania Spray,Matrix,Leave-in,250ml,3000,,m-tr-glow-mania-sprej-za-kosu-250ml,https://www.altamoda.rs/uploads/store/products/images/m-tr-glow-mania-sprej-za-kosu-250ml-67977964d1d99.webp
8,Glow Mania Mask,Matrix,Masks,500ml,3720,,m-tr-glow-mania-maska-za-kosu-500ml,https://www.altamoda.rs/uploads/store/products/images/m-tr-glow-mania-maska-za-kosu-500ml-6797779c834c9.webp
9,Glow Mania Conditioner,Matrix,Conditioner,300ml,2100,,m-tr-glow-mania-regenerator-za-kosu-300ml,https://www.altamoda.rs/uploads/store/products/images/m-tr-glow-mania-regenerator-za-kosu-300ml-679774bca4bfe.webp
10,Glow Mania Shampoo,Matrix,Shampoo,300ml,2100,,m-tr-glow-mania-sampon-300ml,https://www.altamoda.rs/uploads/store/products/images/m-tr-glow-mania-sampon-300ml-6797739b91ee0.webp
11,Acidic Bonding Curls Cream,Redken,Leave-in,250ml,6960,,abcurls-tretman-krema-250-ml,https://www.altamoda.rs/uploads/store/products/images/abcurls-tretman-krema-250-ml-669143fc380c9.webp
12,Acidic Bonding Curls Conditioner,Redken,Conditioner,300ml,4920,,abcurls-regenerator-300-ml,https://www.altamoda.rs/uploads/store/products/images/abcurls-regenerator-300-ml-66914322a6844.webp
13,Acidic Bonding Curls Shampoo,Redken,Shampoo,300ml,4920,,abcurls-sampon-300-ml,https://www.altamoda.rs/uploads/store/products/images/abcurls-sampon-300-ml-669141b5dd996.webp
14,Miracle Creator Spray,Matrix,Styling,190ml,2400,,mx-tr-miracle-creator-190ml,https://www.altamoda.rs/uploads/store/products/images/mx-tr-miracle-creator-190ml-686524a732753.webp
15,FOR-ME Shine Spray,Framesi,Styling,150ml,2280,,for-me-119-shine-me-brightly-supercoat-150-ml,https://www.altamoda.rs/uploads/store/products/images/for-me-119-shine-me-brightly-supercoat-150-ml-69b3f3244c6c7.webp
16,Anti-Hair Loss Ampoules,Redken,Treatment,10x6ml,9000,,rk-agfs-mino-serum-10x6ml,https://www.altamoda.rs/uploads/store/products/images/rk-agfs-mino-serum-10x6ml-69a0196e8fd6f.webp
17,Acidic Grow Full Conditioner,Redken,Conditioner,300ml,4920,,rk-agfs-cond-300ml,https://www.altamoda.rs/uploads/store/products/images/rk-agfs-cond-300ml-69a0178a14f38.webp
18,ABC Hair Bandage Balm,Redken,Leave-in,75ml,6960,,rk-abc-hair-bandage-serum-75ml,https://www.altamoda.rs/uploads/store/products/images/rk-abc-hair-bandage-serum-75ml-6989abbee45bc.webp
19,Build-A-Bond Oil (Large),Matrix,Oils,50ml,3480,,mx-bab-oil-50ml-eu,https://www.altamoda.rs/uploads/store/products/images/mx-bab-oil-50ml-eu-696a134b6b905.webp
20,Build-A-Bond Oil (Small),Matrix,Oils,30ml,2250,,mx-bab-oil-30ml,https://www.altamoda.rs/uploads/store/products/images/mx-bab-oil-30ml-696a12a817ad7.webp
21,ABC Hair Bandage Balm (Mini),Redken,Leave-in,30ml,1800,,rk-abc-hair-bandage-srm-30-ns,https://www.altamoda.rs/uploads/store/products/images/rk-abc-hair-bandage-srm-30-ns-69a5d86d45c39.webp
22,Fingerbrush Care Mini Black,Olivia Garden,Tools,,1800,,fingerbrush-care-mini-black-1,https://www.altamoda.rs/uploads/store/products/images/fingerbrush-care-mini-black-1-696520b637ea7.webp
23,Fingerbrush Care Mini Pink,Olivia Garden,Tools,,1800,,fingerbrush-care-mini-pink-1,https://www.altamoda.rs/uploads/store/products/images/fingerbrush-care-mini-pink-1-69651ff8070e5.webp
24,Fingerbrush Care Mini Mint,Olivia Garden,Tools,,1800,,fingerbrush-care-mini-mint-1,https://www.altamoda.rs/uploads/store/products/images/fingerbrush-care-mini-mint-1-69651f574f2a3.webp
25,Pastel Pink Brush Kit,Olivia Garden,Tools,,6120,,pastel-pink-brush-2pc-kit-shinefingerbrush-1,https://www.altamoda.rs/uploads/store/products/images/pastel-pink-brush-2pc-kit-shinefingerbrush-1-69651dda129da.webp
26,ThinkPink 2025 Set (8-pc),Olivia Garden,Tools,,24000,,fingerbrush-boarnylon-thinkpink-2025-display-8pcs-1,https://www.altamoda.rs/uploads/store/products/images/fingerbrush-boarnylon-thinkpink-2025-display-8pcs-1-69651cdba7f8d.webp
27,ThinkPink Jaipur Rose,Olivia Garden,Tools,,3000,,fingerbrush-boarnylon-thinkpink-2025-jaipur-rose-1,https://www.altamoda.rs/uploads/store/products/images/fingerbrush-boarnylon-thinkpink-2025-jaipur-rose-1-69651bfa727ea.webp
28,ThinkPink Pink Tokyo,Olivia Garden,Tools,,3000,,fingerbrush-boarnylon-thinkpink-2025-pink-tokyo-1,https://www.altamoda.rs/uploads/store/products/images/fingerbrush-boarnylon-thinkpink-2025-pink-tokyo-1-69651b1b0e5e0.webp
29,Scalp Sync Shampoo,Biolage,Shampoo,400ml,4200,,m-b25-scalp-clar-sampon-400ml,https://www.altamoda.rs/uploads/store/products/images/m-b25-scalp-clar-sampon-400ml-69491cf736d2e.webp
30,Framcolor GLAMOUR Chart,Framesi,Color,,6360,,framcolor-glamour-color-chart-1,https://www.altamoda.rs/uploads/store/products/images/framcolor-glamour-color-chart-1-691efd74693cd.webp
31,Framcolor GLAMOUR Mini Chart,Framesi,Color,,3060,,fr-glamour-pocket-color-chart-1,https://www.altamoda.rs/uploads/store/products/images/fr-glamour-pocket-color-chart-1-692d90f121780.webp
32,Framesi Apron,Framesi,Accessories,,1350,,color-apron-1,https://www.altamoda.rs/uploads/store/products/images/color-apron-1-692d908b2a9d4.webp
33,Framesi Towel,Framesi,Accessories,,1080,,black-towel-set-12-pcs,https://www.altamoda.rs/uploads/store/products/images/black-towel-set-12-pcs-692d9034a06c9.webp
34,Framesi Bowl,Framesi,Accessories,,270,,mixing-bowl,https://www.altamoda.rs/uploads/store/products/images/mixing-bowl-692d8f5a9d75d.webp
35,Framesi Brush,Framesi,Accessories,,468,,color-brush,https://www.altamoda.rs/uploads/store/products/images/color-brush-691f01616be63.webp
36,BARBER GEN Silver Gel,Framesi,Styling (Men),150ml,1500,,framesi-barber-gen-silver-gel-150-ml,https://www.altamoda.rs/uploads/store/products/images/framesi-barber-gen-silver-gel-150-ml-691c75775e269.webp
37,BARBER GEN Density Spray,Framesi,Hair Care (Men),90ml,2700,,framesi-barber-gen-density-saver-spray-90-ml,https://www.altamoda.rs/uploads/store/products/images/framesi-barber-gen-density-saver-spray-90-ml-691c74ca6ff47.webp
38,BARBER GEN Shaving Gel,Framesi,Men's Care,250ml,2700,,framesi-barber-gen-shaving-gel-250-ml,https://www.altamoda.rs/uploads/store/products/images/framesi-barber-gen-shaving-gel-250-ml-691c737e3a4e7.webp
39,BARBER GEN Ice Tonic,Framesi,Men's Care,100ml,1500,,framesi-barber-gen-ice-tonic-100-ml,https://www.altamoda.rs/uploads/store/products/images/framesi-barber-gen-ice-tonic-100-ml-691c72ccd2580.webp
40,BARBER GEN Opaque Pomade,Framesi,Styling (Men),100ml,2700,,framesi-barber-gen-opaque-pomade-100-ml,https://www.altamoda.rs/uploads/store/products/images/framesi-barber-gen-opaque-pomade-100-ml-691c71a3d1aa8.webp
41,BARBER GEN Glazing Wax,Framesi,Styling (Men),100ml,2700,,framesi-barber-gen-glazing-wax-100-ml,https://www.altamoda.rs/uploads/store/products/images/framesi-barber-gen-glazing-wax-100-ml-691c70c30fb9b.webp
42,BARBER GEN Fortifying Spray,Framesi,Styling (Men),100ml,2280,,framesi-barber-gen-fortifying-spray-100-ml,https://www.altamoda.rs/uploads/store/products/images/framesi-barber-gen-fortifying-spray-100-ml-691c7000008bd.webp
43,BARBER GEN Leave-In Spray,Framesi,Styling (Men),100ml,1500,,framesi-barber-gen-leave-in-spray-100-ml,https://www.altamoda.rs/uploads/store/products/images/framesi-barber-gen-leave-in-spray-100-ml-691c6e4d9f5a8.webp
44,BARBER GEN Rebalancing Shampoo,Framesi,Men's Care,250ml,1980,,framesi-barber-gen-rebalancing-shampoo-250-ml,https://www.altamoda.rs/uploads/store/products/images/framesi-barber-gen-rebalancing-shampoo-250-ml-691c6cad0a9a4.webp
45,BARBER GEN Fortifying Shampoo,Framesi,Men's Care,250ml,1980,,framesi-barber-gen-fortifying-shampoo-250-ml,https://www.altamoda.rs/uploads/store/products/images/framesi-barber-gen-fortifying-shampoo-250-ml-691c6c17f3e23.webp
46,BARBER GEN Detox Shampoo,Framesi,Men's Care,250ml,1980,,framesi-barber-gen-detox-shampoo-250-ml,https://www.altamoda.rs/uploads/store/products/images/framesi-barber-gen-detox-shampoo-250-ml-691c6b6987bba.webp
47,BARBER GEN Paste Wax,Framesi,Styling (Men),100ml,2280,,framesi-barber-gen-paste-100-ml,https://www.altamoda.rs/uploads/store/products/images/framesi-barber-gen-paste-100-ml-691c6ac0f3d98.webp
48,BARBER GEN After Shave Cream,Framesi,Men's Care,100ml,2040,,framesi-barber-gen-after-shave-cream-100-ml,https://www.altamoda.rs/uploads/store/products/images/framesi-barber-gen-after-shave-cream-100-ml-691c69fd6170b.webp
49,BARBER GEN Beard Oil,Framesi,Men's Care,100ml,2640,,framesi-barber-gen-beard-oil-100-ml,https://www.altamoda.rs/uploads/store/products/images/framesi-barber-gen-beard-oil-100-ml-691c644baf45c.webp
50,BARBER GEN Volumizing Lotion,Framesi,Styling (Men),250ml,1980,,framesi-barber-gen-volumizing-lotion-250-ml,https://www.altamoda.rs/uploads/store/products/images/framesi-barber-gen-volumizing-lotion-250-ml-691c6361b66c1.webp
51,BARBER GEN Hair and Beard Natural Balm 100ml,Framesi,Men's Care,100ml,1500,,framesi-barber-gen-hair-and-beard-natural-balm-100-ml,https://www.altamoda.rs/uploads/store/products/images/framesi-barber-gen-hair-and-beard-natural-balm-100-ml-691c6201b8285.webp
52,BARBER GEN Hair and Beard Natural Balm 250ml,Framesi,Men's Care,250ml,2100,,framesi-barber-gen-hair-and-beard-natural-balm-250-ml,https://www.altamoda.rs/uploads/store/products/images/framesi-barber-gen-hair-and-beard-natural-balm-250-ml-691c6113b091b.webp
53,BARBER GEN Hair and Beard Natural Cleanser,Framesi,Men's Care,250ml,1980,,framesi-barber-gen-hair-and-beard-natural-cleanser-250-ml,https://www.altamoda.rs/uploads/store/products/images/framesi-barber-gen-hair-and-beard-natural-cleanser-250-ml-691c601151d83.webp
54,FOR-ME 431 Water Me Wax,Framesi,Styling,80ml,2280,,for-me-431-water-me-wax-80-ml,https://www.altamoda.rs/uploads/store/products/images/for-me-431-water-me-wax-80-ml-691c557a2fcbc.webp
55,FOR-ME 230 Text Me Now Spray,Framesi,Styling,200ml,3000,,for-me-230-text-me-now-spray-200-ml,https://www.altamoda.rs/uploads/store/products/images/for-me-230-text-me-now-spray-200-ml-691c540cbb6cc.webp
56,FOR-ME 129 Glow Me Drops,Framesi,Styling,100ml,3300,,for-me-129-glow-me-drops-100-ml,https://www.altamoda.rs/uploads/store/products/images/for-me-129-glow-me-drops-100-ml-691c5200abf79.webp
57,FOR-ME 128 Protect Me Thermal Spray,Framesi,Styling,200ml,2700,,for-me-128-protect-me-thermo-spray-200-ml,https://www.altamoda.rs/uploads/store/products/images/for-me-128-protect-me-thermo-spray-200-ml-691c512e182a3.webp
58,FOR-ME 124 Gloss Me Spray,Framesi,Styling,150ml,2400,,for-me-124-gloss-me-spray-150-ml,https://www.altamoda.rs/uploads/store/products/images/for-me-124-gloss-me-spray-150-ml-691c508fbb6d7.webp
59,FOR-ME 515 Matt Me Strongly Paste,Framesi,Styling,80ml,2280,,for-me-515-matt-me-strongly-paste-80-ml,https://www.altamoda.rs/uploads/store/products/images/for-me-515-matt-me-strongly-paste-80-ml-691c4fada9188.webp
60,FOR-ME 413 Matt Me Clay Pomade,Framesi,Styling,80ml,2280,,for-me-413-matt-me-clay-80-ml,https://www.altamoda.rs/uploads/store/products/images/for-me-413-matt-me-clay-80-ml-691c4f0d16886.webp
61,FOR-ME 223 Bring Me Beach Salt Spray,Framesi,Styling,150ml,1980,,for-me-223-bring-me-to-the-beach-salt-spray-150-ml,https://www.altamoda.rs/uploads/store/products/images/for-me-223-bring-me-to-the-beach-salt-spray-150-ml-691c4e491ba17.webp
62,FOR-ME 411 Define Me Gel,Framesi,Styling,150ml,1800,,for-me-411-define-me-gel-150-ml,https://www.altamoda.rs/uploads/store/products/images/for-me-411-define-me-gel-150-ml-691c4c2081201.webp
63,FOR-ME 308 Elevate Me Curl Cream,Framesi,Styling,150ml,1800,,for-me-308-elevate-me-curl-cream-150-ml,https://www.altamoda.rs/uploads/store/products/images/for-me-308-elevate-me-curl-cream-150-ml-691c4b67121c8.webp
64,FOR-ME 103 Refresh Me Dry Shampoo,Framesi,Styling,150ml,2700,,for-me-103-refresh-me-dry-shampoo-150-ml,https://www.altamoda.rs/uploads/store/products/images/for-me-103-refresh-me-dry-shampoo-150-ml-691c4a99dd9fe.webp
65,FOR-ME 302 Pump Me Up Spray,Framesi,Styling,200ml,2880,,for-me-302-pump-me-up-spray-200-ml,https://www.altamoda.rs/uploads/store/products/images/for-me-302-pump-me-up-spray-200-ml-691c499d9ccdb.webp
66,FOR-ME 401 Give Me Body Mousse,Framesi,Styling,300ml,2280,,for-me-401-give-me-body-mousse-300-ml,https://www.altamoda.rs/uploads/store/products/images/for-me-401-give-me-body-mousse-300-ml-691c48cca1efd.webp
67,FOR-ME 607 Hold Me Extremely Hairspray,Framesi,Styling,500ml,2700,,for-me-607-hold-me-extremely-hairspray-500-ml,https://www.altamoda.rs/uploads/store/products/images/for-me-607-hold-me-extremely-hairspray-500-ml-691c477802903.webp
68,FOR-ME 406 Hold&Brush Me Hairspray,Framesi,Styling,500ml,2700,,for-me-406-holdbrush-me-hairspray-500-ml,https://www.altamoda.rs/uploads/store/products/images/for-me-406-holdbrush-me-hairspray-500-ml-691c46ab4b063.webp
69,MORPHOSIS Love Extension Conditioner,Framesi,Care,250ml,1980,,morphosis-love-extension-conditioner-250ml,https://www.altamoda.rs/uploads/store/products/images/morphosis-love-extension-conditioner-250ml-69175871050ff.webp
70,MORPHOSIS Love Extension Shampoo,Framesi,Care,250ml,1980,,morphosis-love-extension-shampoo-250ml,https://www.altamoda.rs/uploads/store/products/images/morphosis-love-extension-shampoo-250ml-691757b21c7db.webp
71,MORPHOSIS Purifying Shampoo,Framesi,Care,250ml,1980,,morphosis-purifying-shampoo-250ml,https://www.altamoda.rs/uploads/store/products/images/morphosis-purifying-shampoo-250ml-691756699b567.webp
72,MORPHOSIS Scalp Destress Shampoo,Framesi,Care,250ml,1980,,morphosis-scalp-destress-shampoo-250ml,https://www.altamoda.rs/uploads/store/products/images/morphosis-scalp-destress-shampoo-250ml-691751c00204c.webp
73,MORPHOSIS Reinforcing Shampoo,Framesi,Care,250ml,1980,,morphosis-reinforcing-shampoo-250ml,https://www.altamoda.rs/uploads/store/products/images/morphosis-reinforcing-shampoo-250ml-69174fb975e68.webp
74,MORPHOSIS Densifying Activator,Framesi,Care,12x7ml,6720,,morphosis-densifying-activator-7-ml,https://www.altamoda.rs/uploads/store/products/images/morphosis-densifying-activator-7-ml-69174d8a572cf.webp
75,MORPHOSIS Densifying Shampoo,Framesi,Care,250ml,1980,,morphosis-densifying-shampoo-250ml,https://www.altamoda.rs/uploads/store/products/images/morphosis-densifying-shampoo-250ml-69174d8f6db2a.webp
76,MORPHOSIS Curl Soul Hydrating Serum,Framesi,Care,150ml,2100,,morphosis-curl-soul-hydrating-serum-leave-in-150ml,https://www.altamoda.rs/uploads/store/products/images/morphosis-curl-soul-hydrating-serum-leave-in-150ml-69174be7ed7ba.webp
77,MORPHOSIS Curl Soul Activator Mousse,Framesi,Care,150ml,2100,,morphosis-curl-soul-activator-mousse-leave-in-150ml,https://www.altamoda.rs/uploads/store/products/images/morphosis-curl-soul-activator-mousse-leave-in-150ml-69174b2e3420f.webp
78,MORPHOSIS Curl Soul Conditioner,Framesi,Care,250ml,1980,,morphosis-curl-soul-conditioner-250ml,https://www.altamoda.rs/uploads/store/products/images/morphosis-curl-soul-conditioner-250ml-69174a44957a1.webp
79,MORPHOSIS Curl Soul Shampoo,Framesi,Care,250ml,1980,,morphosis-curl-soul-shampoo-250ml,https://www.altamoda.rs/uploads/store/products/images/morphosis-curl-soul-shampoo-250ml-69174beab977e.webp
80,MORPHOSIS Ultimate Care Conditioner,Framesi,Care,250ml,1980,,morphosis-ultimate-care-conditioner-250ml,https://www.altamoda.rs/uploads/store/products/images/morphosis-ultimate-care-conditioner-250ml-6917413327c1b.webp
81,MORPHOSIS Ultimate Care Shampoo,Framesi,Care,250ml,1980,,morphosis-ultimate-care-shampoo-250ml,https://www.altamoda.rs/uploads/store/products/images/morphosis-ultimate-care-shampoo-250ml-6917413481b66.webp
82,MORPHOSIS Color Protect Intensive Treatment,Framesi,Care,500ml,3600,,morphosis-color-protect-intensive-treatment-500ml,https://www.altamoda.rs/uploads/store/products/images/morphosis-color-protect-intensive-treatment-500ml-69173c880fb73.webp
83,MORPHOSIS Color Protect Conditioner,Framesi,Care,250ml,1980,,morphosis-color-protect-conditioner-250ml,https://www.altamoda.rs/uploads/store/products/images/morphosis-color-protect-conditioner-250ml-69173be132588.webp
84,MORPHOSIS Color Protect Shampoo,Framesi,Care,250ml,1980,,morphosis-color-protect-shampoo-250ml,https://www.altamoda.rs/uploads/store/products/images/morphosis-color-protect-shampoo-250ml-69173b0767312.webp
85,MORPHOSIS Sublimis Oil Deep Treatment,Framesi,Care,500ml,3600,,morphosis-sublimis-oil-deep-treatment-500ml,https://www.altamoda.rs/uploads/store/products/images/morphosis-sublimis-oil-deep-treatment-500ml-691736b489c61.webp
86,MORPHOSIS Sublimis Oil Serum,Framesi,Care,6x15ml,3720,,morphosis-sublimis-oil-serum-15ml,https://www.altamoda.rs/uploads/store/products/images/morphosis-sublimis-oil-serum-15ml-691735574cdcd.webp
87,MORPHOSIS Sublimis Oil Pure,Framesi,Care,100ml,3480,,morphosis-sublimis-oil-pure-100ml,https://www.altamoda.rs/uploads/store/products/images/morphosis-sublimis-oil-pure-100ml-691734bb5e001.webp
88,MORPHOSIS Sublimis Oil All Day Emulsion,Framesi,Care,150ml,1980,,morphosis-sublimis-oil-all-day-emulsion-150ml,https://www.altamoda.rs/uploads/store/products/images/morphosis-sublimis-oil-all-day-emulsion-150ml-691738ac32c92.webp
89,MORPHOSIS Sublimis Oil Conditioner,Framesi,Care,250ml,1980,,morphosis-sublimis-oil-conditioner-250ml,https://www.altamoda.rs/uploads/store/products/images/morphosis-sublimis-oil-conditioner-250ml-691732f76dc5b.webp
90,MORPHOSIS Sublimis Oil Shampoo,Framesi,Shampoo,250ml,1980,,morphosis-sublimis-oil-shampoo-250ml,https://www.altamoda.rs/uploads/store/products/images/morphosis-sublimis-oil-shampoo-250ml-6917315f0a527.webp
91,MORPHOSIS Repair Rich Treatment Mask,Framesi,Masks,500ml,3600,,morphosis-repair-rich-treatment-500ml,https://www.altamoda.rs/uploads/store/products/images/morphosis-repair-rich-treatment-500ml-69172ed3385ca.webp
92,MORPHOSIS Repair Velvet Fluid,Framesi,Oils,100ml,1980,,morphosis-repair-velvet-100ml,https://www.altamoda.rs/uploads/store/products/images/morphosis-repair-velvet-100ml-69172e12c9c1d.webp
93,MORPHOSIS Repair Plumping Mousse,Framesi,Care,150ml,2100,,morphosis-repair-plumping-mousse-150ml,https://www.altamoda.rs/uploads/store/products/images/morphosis-repair-plumping-mousse-150ml-69172d3252db1.webp
94,MORPHOSIS Repair Conditioner,Framesi,Conditioner,250ml,1980,,morphosis-repair-conditioner-250ml,https://www.altamoda.rs/uploads/store/products/images/morphosis-repair-conditioner-250ml-69172be45f1de.webp
